index,City,Date,Card Type,Category,Gender,Amount
11035,Greater Mumbai,2014-04-30,Signature,Grocery,Male,287438
11036,Delhi,2014-12-25,Signature,Entertainment,Male,169764
11037,Bengaluru,2015-04-27,Signature,Entertainment,Female,172773
11038,Bengaluru,2014-05-14,Signature,Grocery,Female,156117
11039,Ahmedabad,2015-03-17,Signature,Grocery,Female,116997
11040,Delhi,2015-01-14,Gold,Grocery,Female,216348
11041,Bengaluru,2014-05-14,Platinum,Food,Female,151324
11042,Bengaluru,2013-12-21,Silver,Bills,Male,273212
11043,Greater Mumbai,2014-06-20,Signature,Grocery,Male,127322
11044,Bengaluru,2014-10-01,Signature,Entertainment,Female,197210
11045,Greater Mumbai,2013-10-05,Signature,Fuel,Male,130428
11046,Bengaluru,2014-08-26,Silver,Fuel,Male,14582
11047,Delhi,2015-02-03,Signature,Entertainment,Female,55039
11048,Delhi,2014-03-17,Silver,Grocery,Male,27406
11049,Greater Mumbai,2015-02-18,Signature,Fuel,Male,254117
11050,Ahmedabad,2014-02-28,Silver,Fuel,Male,194888
11051,Delhi,2015-05-18,Signature,Bills,Male,53081
11052,Greater Mumbai,2014-12-18,Platinum,Food,Female,38553
11053,Bengaluru,2014-03-30,Platinum,Entertainment,Male,199982
11054,Delhi,2015-04-10,Gold,Grocery,Male,295923
11055,Delhi,2015-04-03,Gold,Fuel,Female,6930
11056,Delhi,2014-03-02,Signature,Fuel,Female,74061
11057,Delhi,2014-05-05,Signature,Fuel,Female,277817
11058,Ahmedabad,2013-12-15,Platinum,Fuel,Male,158727
11059,Ahmedabad,2014-07-16,Signature,Food,Female,101712
11060,Ahmedabad,2014-04-06,Platinum,Bills,Female,213600
11061,Ahmedabad,2014-06-21,Silver,Grocery,Female,116416
11062,Bengaluru,2015-01-01,Platinum,Food,Female,154010
11063,Ahmedabad,2014-11-22,Gold,Grocery,Female,271824
11064,Greater Mumbai,2014-07-17,Signature,Food,Female,63060
11065,Bengaluru,2014-05-23,Signature,Bills,Male,110342
11066,Ahmedabad,2014-01-07,Signature,Fuel,Male,171039
11067,Delhi,2015-05-12,Silver,Grocery,Male,107439
11068,Delhi,2013-10-20,Gold,Grocery,Female,276444
11069,Bengaluru,2014-07-11,Signature,Entertainment,Female,67375
11070,Delhi,2014-02-08,Signature,Fuel,Female,116160
11071,Delhi,2014-08-01,Silver,Entertainment,Male,109690
11072,Greater Mumbai,2014-11-20,Gold,Food,Female,81903
11073,Bengaluru,2014-07-01,Platinum,Grocery,Female,28992
11074,Greater Mumbai,2014-03-23,Signature,Grocery,Female,250205
11075,Ahmedabad,2014-08-01,Signature,Entertainment,Male,168245
11076,Delhi,2013-10-13,Silver,Fuel,Female,218227
11077,Ahmedabad,2014-06-13,Platinum,Food,Male,57527
11078,Bengaluru,2015-02-18,Signature,Fuel,Male,111298
11079,Ahmedabad,2014-09-30,Silver,Entertainment,Male,176173
11080,Greater Mumbai,2014-06-12,Gold,Fuel,Female,126120
11081,Delhi,2015-05-10,Silver,Entertainment,Male,199035
11082,Bengaluru,2013-10-14,Silver,Grocery,Female,74671
11083,Ahmedabad,2014-07-11,Silver,Grocery,Female,62991
11084,Bengaluru,2013-10-08,Platinum,Food,Male,100379
11085,Ahmedabad,2014-07-30,Gold,Grocery,Female,296390
11086,Greater Mumbai,2014-09-29,Signature,Fuel,Female,233244
11087,Greater Mumbai,2014-10-11,Signature,Food,Female,226212
11088,Ahmedabad,2015-02-06,Signature,Bills,Male,140701
11089,Greater Mumbai,2014-05-25,Platinum,Food,Female,233001
11090,Bengaluru,2014-06-24,Signature,Food,Female,141623
11091,Delhi,2014-08-23,Gold,Food,Female,132456
11092,Greater Mumbai,2014-02-22,Platinum,Fuel,Female,78806
11093,Ahmedabad,2014-02-08,Silver,Bills,Male,277493
11094,Delhi,2013-10-25,Platinum,Grocery,Male,227074
11095,Greater Mumbai,2014-04-30,Gold,Grocery,Female,167531
11096,Greater Mumbai,2015-04-22,Platinum,Food,Male,204980
11097,Delhi,2014-10-05,Platinum,Grocery,Female,138114
11098,Bengaluru,2014-12-04,Platinum,Entertainment,Female,91121
11099,Bengaluru,2014-11-25,Platinum,Food,Male,156837
11100,Bengaluru,2013-11-21,Gold,Bills,Female,123925
11101,Delhi,2014-05-01,Gold,Fuel,Female,191509
11102,Greater Mumbai,2014-07-15,Gold,Food,Female,156022
11103,Greater Mumbai,2014-11-03,Silver,Food,Male,276332
11104,Delhi,2015-03-29,Gold,Bills,Female,274343
11105,Greater Mumbai,2015-04-01,Gold,Entertainment,Male,242644
11106,Greater Mumbai,2013-11-14,Platinum,Food,Female,49745
11107,Greater Mumbai,2015-02-28,Silver,Grocery,Male,284339
11108,Delhi,2015-04-10,Platinum,Fuel,Male,155081
11109,Ahmedabad,2014-02-11,Platinum,Grocery,Female,30252
11110,Bengaluru,2014-02-22,Platinum,Bills,Female,171561
11111,Greater Mumbai,2015-04-27,Signature,Food,Female,119164
11112,Delhi,2015-03-06,Signature,Bills,Female,184421
11113,Greater Mumbai,2015-03-16,Platinum,Entertainment,Female,67043
11114,Bengaluru,2013-10-15,Signature,Fuel,Male,157243
11115,Greater Mumbai,2014-09-16,Silver,Food,Male,128621
11116,Greater Mumbai,2014-06-11,Signature,Bills,Female,127620
11117,Greater Mumbai,2014-07-19,Silver,Bills,Male,100949
11118,Delhi,2013-11-08,Platinum,Food,Female,278378
11119,Ahmedabad,2013-10-30,Gold,Grocery,Male,41569
11120,Delhi,2014-06-02,Platinum,Fuel,Male,67867
11121,Bengaluru,2015-01-01,Platinum,Grocery,Female,172053
11122,Bengaluru,2015-03-23,Platinum,Food,Male,266255
11123,Ahmedabad,2014-11-10,Silver,Food,Male,276137
11124,Ahmedabad,2014-03-02,Silver,Entertainment,Female,142754
11125,Delhi,2015-03-20,Platinum,Fuel,Female,263978
11126,Ahmedabad,2014-05-25,Signature,Grocery,Female,257752
11127,Greater Mumbai,2014-11-28,Silver,Entertainment,Male,17642
11128,Bengaluru,2014-09-21,Gold,Entertainment,Female,110349
11129,Bengaluru,2015-03-22,Gold,Entertainment,Female,154260
11130,Ahmedabad,2015-05-13,Platinum,Bills,Male,27330
11131,Greater Mumbai,2015-04-21,Platinum,Bills,Female,172441
11132,Ahmedabad,2014-11-15,Signature,Grocery,Female,105009
11133,Greater Mumbai,2015-04-17,Platinum,Entertainment,Male,283401
11134,Ahmedabad,2014-08-19,Signature,Entertainment,Female,49221
11135,Delhi,2014-12-19,Gold,Bills,Female,58770
11136,Ahmedabad,2014-04-02,Gold,Bills,Female,53594
11137,Bengaluru,2014-10-20,Gold,Fuel,Female,35730
11138,Greater Mumbai,2014-05-14,Platinum,Entertainment,Male,108819
11139,Bengaluru,2015-01-29,Silver,Grocery,Female,233617
11140,Bengaluru,2013-12-22,Signature,Entertainment,Male,111954
11141,Delhi,2014-05-08,Silver,Bills,Male,294588
11142,Delhi,2013-10-25,Platinum,Entertainment,Male,244029
11143,Delhi,2014-07-01,Signature,Entertainment,Male,39662
11144,Bengaluru,2014-12-13,Silver,Fuel,Female,227561
11145,Delhi,2015-02-23,Signature,Fuel,Male,56992
11146,Bengaluru,2013-11-02,Silver,Entertainment,Male,234947
11147,Ahmedabad,2013-11-27,Platinum,Fuel,Male,178934
11148,Delhi,2014-01-26,Signature,Food,Female,136622
11149,Greater Mumbai,2015-04-03,Silver,Fuel,Male,103951
11150,Greater Mumbai,2014-03-27,Signature,Grocery,Female,148487
11151,Greater Mumbai,2014-06-06,Platinum,Food,Female,255763
11152,Greater Mumbai,2014-06-30,Silver,Fuel,Female,91193
11153,Bengaluru,2014-12-19,Signature,Bills,Male,108457
11154,Greater Mumbai,2014-05-25,Signature,Bills,Female,186694
11155,Delhi,2015-01-04,Platinum,Fuel,Female,94402
11156,Bengaluru,2014-05-04,Platinum,Grocery,Male,96896
11157,Ahmedabad,2014-04-22,Silver,Grocery,Female,239407
11158,Ahmedabad,2013-10-05,Platinum,Food,Female,44134
11159,Bengaluru,2014-03-16,Platinum,Fuel,Male,105730
11160,Greater Mumbai,2013-12-05,Gold,Grocery,Male,78464
11161,Delhi,2013-11-11,Platinum,Grocery,Female,106334
11162,Ahmedabad,2015-01-08,Silver,Grocery,Male,117254
11163,Delhi,2014-10-12,Silver,Food,Female,44577
11164,Ahmedabad,2014-11-22,Signature,Bills,Male,214465
11165,Ahmedabad,2014-05-13,Platinum,Fuel,Female,150474
11166,Bengaluru,2014-09-15,Signature,Bills,Male,169894
11167,Ahmedabad,2014-10-15,Signature,Bills,Female,283980
11168,Bengaluru,2014-10-14,Signature,Entertainment,Male,261140
11169,Delhi,2014-03-13,Signature,Food,Male,215728
11170,Delhi,2014-10-05,Gold,Entertainment,Female,147891
11171,Greater Mumbai,2013-10-19,Silver,Grocery,Female,106714
11172,Ahmedabad,2014-03-03,Gold,Fuel,Female,111096
11173,Bengaluru,2014-12-27,Gold,Bills,Female,70213
11174,Bengaluru,2013-11-18,Platinum,Fuel,Female,199098
11175,Greater Mumbai,2013-10-04,Signature,Food,Female,290266
11176,Bengaluru,2014-05-09,Platinum,Bills,Female,131477
11177,Greater Mumbai,2014-02-23,Signature,Bills,Male,86986
11178,Greater Mumbai,2014-10-27,Gold,Bills,Female,117773
11179,Greater Mumbai,2014-10-19,Platinum,Grocery,Male,23005
11180,Ahmedabad,2014-09-13,Gold,Entertainment,Male,23658
11181,Greater Mumbai,2015-03-10,Signature,Fuel,Female,58308
11182,Delhi,2015-02-27,Platinum,Fuel,Male,28266
11183,Ahmedabad,2015-05-16,Gold,Grocery,Female,72831
11184,Delhi,2014-08-01,Signature,Entertainment,Female,85259
11185,Delhi,2014-07-01,Gold,Grocery,Female,128297
11186,Delhi,2013-10-22,Gold,Entertainment,Female,159090
11187,Bengaluru,2013-10-15,Platinum,Bills,Female,297982
11188,Bengaluru,2014-02-14,Signature,Entertainment,Female,243440
11189,Delhi,2015-02-14,Platinum,Fuel,Male,246816
11190,Ahmedabad,2014-01-06,Platinum,Grocery,Female,57675
11191,Delhi,2014-05-08,Signature,Grocery,Female,123672
11192,Bengaluru,2014-10-30,Silver,Fuel,Female,250106
11193,Greater Mumbai,2014-07-29,Gold,Fuel,Female,2867
11194,Greater Mumbai,2015-01-01,Platinum,Fuel,Female,19701
11195,Greater Mumbai,2015-04-09,Gold,Grocery,Female,167322
11196,Greater Mumbai,2014-12-25,Gold,Bills,Male,95627
11197,Bengaluru,2014-09-19,Silver,Food,Male,222929
11198,Ahmedabad,2014-12-04,Platinum,Entertainment,Male,219376
11199,Bengaluru,2014-02-13,Signature,Fuel,Female,46264
11200,Ahmedabad,2014-04-24,Gold,Bills,Female,292629
11201,Bengaluru,2014-11-28,Silver,Entertainment,Female,80606
11202,Ahmedabad,2015-02-10,Silver,Fuel,Male,26965
11203,Bengaluru,2014-06-24,Gold,Grocery,Female,6158
11204,Delhi,2014-08-18,Platinum,Food,Male,145776
11205,Bengaluru,2014-09-20,Gold,Fuel,Male,89698
11206,Bengaluru,2015-01-08,Signature,Grocery,Male,226548
11207,Ahmedabad,2015-04-04,Signature,Entertainment,Male,2496
11208,Ahmedabad,2013-10-29,Platinum,Food,Male,221566
11209,Ahmedabad,2014-12-05,Silver,Bills,Female,49282
11210,Bengaluru,2015-01-31,Gold,Fuel,Male,99140
11211,Ahmedabad,2014-09-24,Platinum,Food,Female,64814
11212,Ahmedabad,2014-09-12,Gold,Bills,Female,205534
11213,Delhi,2014-06-03,Gold,Food,Male,228712
11214,Ahmedabad,2013-10-09,Platinum,Entertainment,Female,27032
11215,Ahmedabad,2014-02-03,Silver,Grocery,Male,269923
11216,Bengaluru,2014-07-29,Signature,Fuel,Female,49385
11217,Bengaluru,2015-01-26,Silver,Entertainment,Male,234333
11218,Ahmedabad,2014-03-03,Silver,Fuel,Female,285000
11219,Greater Mumbai,2015-01-13,Gold,Grocery,Female,222724
11220,Ahmedabad,2014-05-26,Silver,Entertainment,Female,239420
11221,Delhi,2014-01-17,Silver,Food,Male,275916
11222,Bengaluru,2014-06-14,Gold,Bills,Female,15580
11223,Greater Mumbai,2014-08-10,Signature,Food,Male,236154
11224,Ahmedabad,2014-07-24,Platinum,Bills,Male,204718
11225,Bengaluru,2014-05-15,Signature,Bills,Female,189087
11226,Delhi,2014-03-08,Platinum,Fuel,Male,219176
11227,Bengaluru,2014-02-17,Gold,Food,Female,121554
11228,Bengaluru,2014-11-09,Signature,Food,Female,232720
11229,Bengaluru,2014-10-22,Silver,Entertainment,Male,39196
11230,Ahmedabad,2014-11-20,Platinum,Fuel,Female,288789
11231,Delhi,2015-05-07,Platinum,Bills,Female,162737
11232,Ahmedabad,2015-05-07,Signature,Fuel,Female,186715
11233,Bengaluru,2015-03-25,Platinum,Fuel,Female,84371
11234,Bengaluru,2013-12-20,Gold,Fuel,Male,172456
11235,Delhi,2014-01-12,Gold,Food,Female,37409
11236,Bengaluru,2014-04-28,Gold,Food,Male,273300
11237,Ahmedabad,2014-05-29,Silver,Food,Male,57663
11238,Ahmedabad,2013-12-28,Silver,Fuel,Female,63710
11239,Greater Mumbai,2014-06-08,Gold,Fuel,Male,265323
11240,Greater Mumbai,2014-02-05,Silver,Entertainment,Male,145498
11241,Bengaluru,2014-08-18,Platinum,Entertainment,Female,98048
11242,Ahmedabad,2015-03-18,Platinum,Fuel,Female,255046
11243,Bengaluru,2013-11-19,Silver,Fuel,Female,290224
11244,Ahmedabad,2015-03-23,Gold,Grocery,Male,127736
11245,Bengaluru,2014-12-23,Platinum,Fuel,Female,60661
11246,Ahmedabad,2014-02-01,Gold,Grocery,Female,264104
11247,Delhi,2013-12-28,Gold,Entertainment,Male,68047
11248,Delhi,2015-01-14,Silver,Bills,Male,250619
11249,Ahmedabad,2014-02-24,Platinum,Grocery,Male,208649
11250,Greater Mumbai,2014-11-10,Platinum,Entertainment,Male,215178
11251,Ahmedabad,2013-12-08,Signature,Grocery,Female,68853
11252,Ahmedabad,2014-02-22,Gold,Grocery,Male,7666
11253,Delhi,2015-01-31,Signature,Food,Male,237361
11254,Bengaluru,2014-08-11,Signature,Entertainment,Male,205257
11255,Greater Mumbai,2014-09-20,Silver,Food,Female,149717
11256,Bengaluru,2015-02-25,Silver,Grocery,Male,92517
11257,Ahmedabad,2015-03-22,Signature,Food,Male,271699
11258,Greater Mumbai,2013-12-03,Silver,Entertainment,Female,287358
11259,Ahmedabad,2013-10-28,Signature,Entertainment,Female,194820
11260,Delhi,2013-11-16,Signature,Bills,Female,59543
11261,Greater Mumbai,2014-10-20,Silver,Food,Male,254398
11262,Delhi,2015-02-23,Silver,Bills,Female,73198
11263,Ahmedabad,2014-12-10,Gold,Fuel,Male,189215
11264,Delhi,2015-04-03,Silver,Entertainment,Male,73674
11265,Ahmedabad,2015-02-02,Signature,Grocery,Female,150372
11266,Ahmedabad,2014-04-07,Silver,Bills,Female,205357
11267,Delhi,2015-01-11,Gold,Fuel,Male,240948
11268,Ahmedabad,2013-12-03,Gold,Entertainment,Male,47030
11269,Bengaluru,2014-04-24,Signature,Bills,Male,43521
11270,Delhi,2014-01-11,Signature,Bills,Male,221280
11271,Ahmedabad,2015-04-08,Platinum,Fuel,Male,196038
11272,Ahmedabad,2014-03-23,Platinum,Entertainment,Female,12614
11273,Delhi,2014-05-24,Signature,Food,Male,244725
11274,Ahmedabad,2014-08-30,Signature,Entertainment,Male,228971
11275,Ahmedabad,2014-01-04,Gold,Food,Male,58382
11276,Ahmedabad,2014-01-23,Silver,Bills,Male,160573
11277,Delhi,2013-11-09,Silver,Grocery,Female,261270
11278,Ahmedabad,2015-02-12,Gold,Food,Female,33863
11279,Greater Mumbai,2014-03-06,Silver,Entertainment,Female,98448
11280,Delhi,2014-10-19,Silver,Grocery,Female,246509
11281,Delhi,2014-04-16,Silver,Food,Female,104400
11282,Bengaluru,2014-01-15,Signature,Grocery,Female,277965
11283,Ahmedabad,2014-04-07,Gold,Grocery,Male,130384
11284,Bengaluru,2015-04-08,Silver,Grocery,Male,250919
11285,Greater Mumbai,2014-04-01,Gold,Food,Male,229735
11286,Delhi,2014-03-21,Silver,Food,Male,289342
11287,Greater Mumbai,2014-10-29,Platinum,Fuel,Female,207253
11288,Bengaluru,2015-04-14,Silver,Grocery,Female,193408
11289,Greater Mumbai,2015-05-01,Silver,Bills,Female,218742
11290,Bengaluru,2015-02-20,Signature,Fuel,Female,1999
11291,Greater Mumbai,2015-05-11,Platinum,Food,Male,164128
11292,Bengaluru,2014-02-16,Platinum,Fuel,Female,94154
11293,Greater Mumbai,2014-07-19,Silver,Bills,Female,211032
11294,Delhi,2015-03-19,Platinum,Fuel,Female,186711
11295,Ahmedabad,2013-12-22,Platinum,Bills,Female,268421
11296,Greater Mumbai,2015-03-15,Silver,Bills,Female,282013
11297,Delhi,2014-11-10,Platinum,Grocery,Male,55607
11298,Greater Mumbai,2014-02-24,Platinum,Food,Male,230405
11299,Greater Mumbai,2014-05-02,Platinum,Food,Female,241896
11300,Ahmedabad,2013-10-27,Platinum,Grocery,Female,210891
11301,Delhi,2014-09-12,Signature,Grocery,Female,56611
11302,Delhi,2014-12-25,Silver,Grocery,Female,70610
11303,Bengaluru,2014-10-23,Silver,Food,Female,11965
11304,Greater Mumbai,2014-07-10,Platinum,Bills,Female,65993
11305,Ahmedabad,2014-09-07,Signature,Fuel,Female,128661
11306,Ahmedabad,2015-01-05,Gold,Bills,Male,155492
11307,Greater Mumbai,2014-12-08,Signature,Fuel,Female,103219
11308,Bengaluru,2015-05-13,Gold,Bills,Female,266849
11309,Bengaluru,2014-12-17,Platinum,Entertainment,Male,231929
11310,Ahmedabad,2014-04-16,Signature,Food,Male,238358
11311,Greater Mumbai,2014-04-16,Silver,Bills,Female,287357
11312,Greater Mumbai,2013-11-26,Silver,Fuel,Male,25978
11313,Delhi,2015-02-24,Platinum,Entertainment,Male,106383
11314,Delhi,2014-12-10,Gold,Grocery,Female,288270
11315,Bengaluru,2014-05-07,Silver,Food,Female,18027
11316,Delhi,2013-12-23,Platinum,Fuel,Female,230895
11317,Greater Mumbai,2014-06-28,Gold,Entertainment,Female,269714
11318,Delhi,2014-03-30,Gold,Grocery,Female,158522
11319,Ahmedabad,2014-03-05,Silver,Fuel,Female,114198
11320,Bengaluru,2014-08-01,Silver,Grocery,Male,66061
11321,Ahmedabad,2014-06-18,Signature,Entertainment,Female,264657
11322,Greater Mumbai,2014-07-27,Platinum,Grocery,Female,160089
11323,Greater Mumbai,2014-11-13,Platinum,Fuel,Male,36199
11324,Ahmedabad,2015-03-17,Signature,Food,Male,140760
11325,Greater Mumbai,2015-03-17,Platinum,Entertainment,Male,113880
11326,Delhi,2014-08-25,Silver,Grocery,Male,290684
11327,Bengaluru,2013-11-14,Gold,Bills,Male,90886
11328,Ahmedabad,2013-11-04,Silver,Entertainment,Male,170018
11329,Delhi,2014-09-18,Signature,Bills,Male,244637
11330,Delhi,2014-01-16,Platinum,Entertainment,Male,60471
11331,Delhi,2015-02-19,Signature,Bills,Male,68653
11332,Delhi,2015-01-04,Platinum,Bills,Female,28131
11333,Ahmedabad,2014-11-01,Signature,Fuel,Female,46156
11334,Ahmedabad,2014-10-01,Silver,Grocery,Male,168844
11335,Ahmedabad,2014-09-22,Gold,Grocery,Male,246026
11336,Delhi,2014-04-15,Signature,Entertainment,Male,281983
11337,Delhi,2015-02-19,Gold,Food,Female,15002
11338,Greater Mumbai,2014-06-07,Platinum,Bills,Male,224230
11339,Delhi,2014-09-19,Signature,Grocery,Female,20210
11340,Bengaluru,2013-11-05,Platinum,Food,Male,234955
11341,Greater Mumbai,2015-01-15,Platinum,Entertainment,Female,160962
11342,Ahmedabad,2014-04-23,Signature,Fuel,Female,221759
11343,Ahmedabad,2014-02-27,Gold,Bills,Female,201781
11344,Ahmedabad,2015-02-08,Gold,Entertainment,Female,127640
11345,Delhi,2014-12-23,Platinum,Bills,Female,220931
11346,Ahmedabad,2014-10-06,Gold,Food,Female,271990
11347,Bengaluru,2014-12-18,Platinum,Entertainment,Male,244430
11348,Bengaluru,2013-11-30,Platinum,Entertainment,Female,261177
11349,Bengaluru,2014-05-11,Silver,Food,Female,125906
11350,Ahmedabad,2014-03-30,Gold,Food,Male,142343
11351,Delhi,2013-12-04,Signature,Fuel,Female,55522
11352,Ahmedabad,2014-09-10,Platinum,Food,Female,67514
11353,Ahmedabad,2015-05-13,Gold,Grocery,Female,74528
11354,Ahmedabad,2014-01-11,Silver,Grocery,Male,155429
11355,Greater Mumbai,2015-01-17,Signature,Bills,Male,288750
11356,Ahmedabad,2015-01-16,Signature,Fuel,Male,292921
11357,Bengaluru,2014-03-25,Signature,Bills,Female,268850
11358,Greater Mumbai,2014-11-10,Platinum,Grocery,Male,185474
11359,Greater Mumbai,2014-11-17,Gold,Food,Male,114189
11360,Greater Mumbai,2014-06-04,Gold,Bills,Female,107590
11361,Delhi,2014-11-22,Signature,Food,Male,72784
11362,Greater Mumbai,2015-05-22,Signature,Bills,Female,167094
11363,Greater Mumbai,2015-01-28,Gold,Entertainment,Female,194262
11364,Bengaluru,2014-04-18,Gold,Food,Female,140163
11365,Ahmedabad,2013-12-29,Platinum,Food,Female,221859
11366,Ahmedabad,2013-12-26,Signature,Entertainment,Male,8088
11367,Bengaluru,2014-05-27,Silver,Fuel,Female,224566
11368,Ahmedabad,2013-12-05,Gold,Grocery,Male,31621
11369,Ahmedabad,2013-12-01,Signature,Food,Male,205186
11370,Bengaluru,2014-08-04,Silver,Grocery,Female,12204
11371,Delhi,2015-01-12,Gold,Food,Female,127424
11372,Greater Mumbai,2014-08-19,Platinum,Fuel,Female,160475
11373,Ahmedabad,2014-10-27,Silver,Grocery,Male,124651
11374,Greater Mumbai,2014-12-02,Gold,Entertainment,Female,131184
11375,Ahmedabad,2013-11-05,Gold,Fuel,Female,215046
11376,Ahmedabad,2015-01-15,Silver,Fuel,Female,166246
11377,Greater Mumbai,2014-01-03,Silver,Fuel,Male,199795
11378,Ahmedabad,2014-09-26,Gold,Bills,Male,63833
11379,Greater Mumbai,2014-03-08,Silver,Grocery,Female,191993
11380,Delhi,2015-05-21,Silver,Entertainment,Male,22157
11381,Ahmedabad,2014-01-10,Silver,Grocery,Female,124455
11382,Ahmedabad,2014-09-24,Gold,Food,Female,110589
11383,Ahmedabad,2014-05-07,Signature,Bills,Male,158986
11384,Delhi,2015-03-04,Platinum,Grocery,Male,213956
11385,Ahmedabad,2015-01-24,Platinum,Fuel,Female,120771
11386,Ahmedabad,2014-03-19,Gold,Grocery,Female,69861
11387,Bengaluru,2015-01-03,Signature,Grocery,Male,159076
11388,Bengaluru,2013-12-07,Silver,Bills,Male,241170
11389,Ahmedabad,2013-11-19,Signature,Fuel,Male,45822
11390,Delhi,2015-04-29,Platinum,Food,Male,34701
11391,Greater Mumbai,2014-03-29,Platinum,Bills,Female,43270
11392,Delhi,2015-05-19,Signature,Food,Female,45521
11393,Greater Mumbai,2014-03-04,Platinum,Entertainment,Female,76750
11394,Bengaluru,2015-03-17,Signature,Food,Female,14944
11395,Delhi,2015-01-25,Silver,Grocery,Female,77300
11396,Ahmedabad,2015-05-14,Signature,Bills,Male,78480
11397,Delhi,2014-02-14,Gold,Food,Female,124338
11398,Greater Mumbai,2013-10-04,Signature,Fuel,Female,218607
11399,Bengaluru,2014-03-11,Gold,Grocery,Female,27942
11400,Ahmedabad,2014-07-20,Gold,Food,Male,22720
11401,Greater Mumbai,2015-01-20,Platinum,Food,Male,242059
11402,Greater Mumbai,2013-12-31,Signature,Grocery,Male,248372
11403,Delhi,2014-12-05,Gold,Entertainment,Male,248055
11404,Delhi,2014-05-16,Silver,Food,Female,7749
11405,Bengaluru,2014-04-19,Silver,Fuel,Female,84122
11406,Delhi,2014-04-16,Gold,Bills,Female,35493
11407,Delhi,2014-11-10,Silver,Bills,Male,3957
11408,Greater Mumbai,2014-05-18,Gold,Food,Male,24107
11409,Bengaluru,2014-03-29,Signature,Bills,Male,46092
11410,Ahmedabad,2014-01-26,Signature,Entertainment,Male,198943
11411,Bengaluru,2013-12-28,Signature,Grocery,Female,108286
11412,Bengaluru,2013-11-08,Signature,Food,Male,122065
11413,Greater Mumbai,2014-05-19,Silver,Entertainment,Male,210042
11414,Greater Mumbai,2014-08-30,Silver,Bills,Male,75841
11415,Bengaluru,2014-04-27,Silver,Fuel,Female,277091
11416,Greater Mumbai,2014-03-30,Gold,Food,Male,125402
11417,Greater Mumbai,2013-10-19,Platinum,Fuel,Female,244141
11418,Bengaluru,2014-06-24,Signature,Bills,Male,163906
11419,Delhi,2014-04-18,Signature,Fuel,Female,175972
11420,Bengaluru,2015-03-14,Platinum,Fuel,Female,43618
11421,Ahmedabad,2014-03-20,Platinum,Food,Female,150847
11422,Delhi,2014-08-07,Silver,Entertainment,Female,215366
11423,Ahmedabad,2015-01-04,Gold,Food,Male,150803
11424,Ahmedabad,2013-11-01,Silver,Fuel,Female,101427
11425,Delhi,2014-03-14,Signature,Grocery,Male,53719
11426,Delhi,2014-06-22,Platinum,Food,Male,234572
11427,Bengaluru,2014-02-24,Gold,Bills,Male,6500
11428,Delhi,2015-05-23,Silver,Entertainment,Female,149235
11429,Delhi,2014-08-10,Platinum,Fuel,Male,55965
11430,Delhi,2014-09-20,Signature,Bills,Male,279261
11431,Bengaluru,2015-03-07,Gold,Food,Male,220835
11432,Bengaluru,2015-01-25,Platinum,Fuel,Male,177159
11433,Delhi,2013-12-13,Platinum,Grocery,Male,158865
11434,Greater Mumbai,2014-02-27,Platinum,Grocery,Female,114275
11435,Delhi,2014-02-15,Gold,Bills,Male,212335
11436,Delhi,2014-05-30,Platinum,Fuel,Female,225435
11437,Bengaluru,2014-03-10,Gold,Grocery,Male,271069
11438,Delhi,2015-05-07,Gold,Food,Male,283483
11439,Bengaluru,2015-03-21,Gold,Entertainment,Female,266352
11440,Delhi,2015-02-18,Gold,Food,Female,162507
11441,Delhi,2013-10-08,Silver,Bills,Female,106902
11442,Bengaluru,2014-02-01,Platinum,Food,Male,165418
11443,Delhi,2014-06-24,Gold,Food,Male,85341
11444,Ahmedabad,2014-01-30,Platinum,Grocery,Female,180282
11445,Bengaluru,2014-07-21,Platinum,Food,Female,24873
11446,Delhi,2014-09-12,Platinum,Grocery,Female,14761
11447,Delhi,2013-12-29,Signature,Fuel,Male,84341
11448,Delhi,2014-05-09,Platinum,Grocery,Female,228553
11449,Delhi,2014-02-01,Signature,Fuel,Male,227441
11450,Ahmedabad,2013-12-06,Signature,Grocery,Male,59847
11451,Delhi,2013-12-31,Silver,Bills,Female,55235
11452,Bengaluru,2014-12-02,Signature,Grocery,Male,63931
11453,Delhi,2014-04-21,Signature,Grocery,Female,129519
11454,Delhi,2015-05-24,Signature,Bills,Male,247864
11455,Greater Mumbai,2015-03-21,Signature,Entertainment,Female,265444
11456,Delhi,2013-12-10,Platinum,Bills,Male,200588
11457,Ahmedabad,2014-06-01,Platinum,Entertainment,Female,114115
11458,Greater Mumbai,2014-01-13,Signature,Bills,Male,198012
11459,Ahmedabad,2014-04-08,Signature,Grocery,Female,75643
11460,Ahmedabad,2014-03-29,Signature,Entertainment,Female,185324
11461,Delhi,2014-05-16,Gold,Bills,Male,41769
11462,Greater Mumbai,2014-10-16,Gold,Entertainment,Female,46177
11463,Bengaluru,2015-04-12,Silver,Bills,Female,222936
11464,Greater Mumbai,2014-03-02,Gold,Fuel,Male,72417
11465,Greater Mumbai,2014-12-07,Gold,Fuel,Male,278382
11466,Ahmedabad,2014-10-30,Platinum,Food,Female,235743
11467,Delhi,2014-05-02,Platinum,Entertainment,Female,25563
11468,Greater Mumbai,2014-06-25,Silver,Food,Female,151959
11469,Ahmedabad,2014-10-15,Platinum,Grocery,Female,138751
11470,Ahmedabad,2014-03-21,Silver,Entertainment,Male,171074
